date,Pettah,Dambulla,year,month,day,day_of_week
2025-02-21,650.0,375.0,2025,2,21,4
2025-02-22,650.0,375.0,2025,2,22,5
2025-02-23,650.0,375.0,2025,2,23,6
2025-02-24,650.0,375.0,2025,2,24,0
2025-02-25,650.0,375.0,2025,2,25,1
2025-02-26,650.0,375.0,2025,2,26,2
2025-02-27,650.0,375.0,2025,2,27,3
2025-02-28,900.0,750.0,2025,2,28,4
2025-03-01,900.0,750.0,2025,3,1,5
2025-03-02,900.0,750.0,2025,3,2,6
2025-03-03,800.0,700.0,2025,3,3,0
2025-03-04,800.0,625.0,2025,3,4,1
2025-03-05,700.0,525.0,2025,3,5,2
2025-03-06,800.0,775.0,2025,3,6,3
2025-03-07,800.0,650.0,2025,3,7,4
2025-03-08,800.0,650.0,2025,3,8,5
2025-03-09,800.0,650.0,2025,3,9,6
2025-03-10,700.0,675.0,2025,3,10,0
2025-03-11,650.0,650.0,2025,3,11,1
2025-03-12,700.0,640.0,2025,3,12,2
2025-03-13,700.0,640.0,2025,3,13,3
2025-03-14,700.0,660.0,2025,3,14,4
2025-03-15,700.0,660.0,2025,3,15,5
2025-03-16,700.0,660.0,2025,3,16,6
2025-03-17,550.0,525.0,2025,3,17,0
2025-03-18,550.0,500.0,2025,3,18,1
2025-03-19,550.0,450.0,2025,3,19,2
2025-03-20,450.0,610.0,2025,3,20,3
2025-03-21,400.0,350.0,2025,3,21,4
2025-03-22,400.0,350.0,2025,3,22,5
2025-03-23,400.0,350.0,2025,3,23,6
2025-03-24,800.0,525.0,2025,3,24,0
2025-03-25,700.0,600.0,2025,3,25,1
2025-03-26,650.0,550.0,2025,3,26,2
2025-03-27,650.0,540.0,2025,3,27,3
2025-03-28,600.0,475.0,2025,3,28,4
2025-03-29,600.0,475.0,2025,3,29,5
2025-03-30,600.0,475.0,2025,3,30,6
2025-03-31,600.0,475.0,2025,3,31,0
2025-04-01,550.0,560.0,2025,4,1,1
2025-04-02,550.0,375.0,2025,4,2,2
2025-04-03,450.0,375.0,2025,4,3,3
2025-04-04,500.0,410.0,2025,4,4,4
2025-04-05,500.0,410.0,2025,4,5,5
2025-04-06,500.0,410.0,2025,4,6,6
2025-04-07,400.0,310.0,2025,4,7,0
2025-04-08,400.0,310.0,2025,4,8,1
2025-04-09,400.0,260.0,2025,4,9,2
2025-04-10,350.0,325.0,2025,4,10,3
2025-04-11,450.0,315.0,2025,4,11,4
2025-04-12,450.0,315.0,2025,4,12,5
2025-04-13,450.0,315.0,2025,4,13,6
2025-04-14,450.0,315.0,2025,4,14,0
2025-04-15,450.0,315.0,2025,4,15,1
2025-04-16,450.0,315.0,2025,4,16,2
2025-04-17,450.0,315.0,2025,4,17,3
2025-04-18,450.0,315.0,2025,4,18,4
2025-04-19,450.0,315.0,2025,4,19,5
2025-04-20,450.0,315.0,2025,4,20,6
2025-04-21,400.0,400.0,2025,4,21,0
2025-04-22,500.0,325.0,2025,4,22,1
2025-04-23,500.0,365.0,2025,4,23,2
2025-04-24,450.0,365.0,2025,4,24,3
2025-04-25,450.0,275.0,2025,4,25,4
2025-04-26,450.0,275.0,2025,4,26,5
2025-04-27,450.0,275.0,2025,4,27,6
2025-04-28,450.0,375.0,2025,4,28,0
2025-04-29,550.0,350.0,2025,4,29,1
2025-04-30,600.0,525.0,2025,4,30,2
2025-05-01,600.0,525.0,2025,5,1,3
2025-05-02,750.0,625.0,2025,5,2,4
2025-05-03,750.0,625.0,2025,5,3,5
2025-05-04,750.0,625.0,2025,5,4,6
2025-05-05,650.0,625.0,2025,5,5,0
2025-05-06,655.0,650.0,2025,5,6,1
2025-05-07,730.0,650.0,2025,5,7,2
2025-05-08,750.0,650.0,2025,5,8,3
2025-05-09,800.0,740.0,2025,5,9,4
2025-05-10,800.0,740.0,2025,5,10,5
2025-05-11,800.0,740.0,2025,5,11,6
2025-05-12,800.0,740.0,2025,5,12,0
2025-05-13,800.0,740.0,2025,5,13,1
2025-05-14,700.0,775.0,2025,5,14,2
2025-05-15,850.0,865.0,2025,5,15,3
2025-05-16,850.0,775.0,2025,5,16,4
2025-05-17,850.0,775.0,2025,5,17,5
2025-05-18,850.0,775.0,2025,5,18,6
2025-05-19,850.0,725.0,2025,5,19,0
2025-05-20,850.0,700.0,2025,5,20,1
2025-05-21,750.0,615.0,2025,5,21,2
2025-05-22,750.0,550.0,2025,5,22,3
2025-05-23,650.0,610.0,2025,5,23,4
2025-05-24,650.0,610.0,2025,5,24,5
2025-05-25,650.0,610.0,2025,5,25,6
2025-05-26,650.0,365.0,2025,5,26,0
2025-05-27,700.0,595.0,2025,5,27,1
2025-05-28,750.0,395.0,2025,5,28,2
2025-05-29,750.0,490.0,2025,5,29,3
2025-05-30,650.0,640.0,2025,5,30,4
2025-05-31,650.0,640.0,2025,5,31,5
2025-06-01,650.0,640.0,2025,6,1,6
2025-06-02,700.0,725.0,2025,6,2,0
2025-06-03,700.0,560.0,2025,6,3,1
2025-06-04,750.0,575.0,2025,6,4,2
2025-06-05,600.0,500.0,2025,6,5,3
2025-06-06,600.0,475.0,2025,6,6,4
2025-06-07,600.0,475.0,2025,6,7,5
2025-06-08,600.0,475.0,2025,6,8,6
2025-06-09,650.0,610.0,2025,6,9,0
2025-06-10,650.0,610.0,2025,6,10,1
2025-06-11,640.0,650.0,2025,6,11,2
2025-06-12,725.0,650.0,2025,6,12,3
2025-06-13,700.0,640.0,2025,6,13,4
2025-06-14,700.0,640.0,2025,6,14,5
2025-06-15,700.0,640.0,2025,6,15,6
2025-06-16,450.0,485.0,2025,6,16,0
2025-06-17,500.0,440.0,2025,6,17,1
2025-06-18,450.0,445.0,2025,6,18,2
2025-06-19,450.0,475.0,2025,6,19,3
2025-06-20,450.0,390.0,2025,6,20,4
2025-06-21,450.0,390.0,2025,6,21,5
2025-06-22,450.0,390.0,2025,6,22,6
2025-06-23,350.0,325.0,2025,6,23,0
2025-06-24,350.0,285.0,2025,6,24,1
2025-06-25,350.0,295.0,2025,6,25,2
2025-06-26,350.0,315.0,2025,6,26,3
2025-06-27,330.0,275.0,2025,6,27,4
2025-06-28,330.0,275.0,2025,6,28,5
2025-06-29,330.0,275.0,2025,6,29,6
2025-06-30,250.0,215.0,2025,6,30,0
2025-07-01,250.0,295.0,2025,7,1,1
2025-07-02,300.0,250.0,2025,7,2,2
2025-07-03,350.0,265.0,2025,7,3,3
2025-07-04,330.0,275.0,2025,7,4,4
2025-07-05,330.0,275.0,2025,7,5,5
2025-07-06,330.0,275.0,2025,7,6,6
2025-07-07,350.0,345.0,2025,7,7,0
2025-07-08,400.0,275.0,2025,7,8,1
2025-07-09,400.0,345.0,2025,7,9,2
2025-07-10,400.0,345.0,2025,7,10,3
2025-07-11,400.0,445.0,2025,7,11,4
2025-07-12,400.0,445.0,2025,7,12,5
2025-07-13,400.0,445.0,2025,7,13,6
2025-07-14,400.0,245.0,2025,7,14,0
2025-07-15,350.0,285.0,2025,7,15,1
2025-07-16,300.0,275.0,2025,7,16,2
2025-07-17,300.0,245.0,2025,7,17,3
2025-07-18,300.0,225.0,2025,7,18,4
2025-07-19,300.0,225.0,2025,7,19,5
2025-07-20,300.0,225.0,2025,7,20,6
2025-07-21,300.0,280.0,2025,7,21,0
2025-07-22,300.0,240.0,2025,7,22,1
2025-07-23,350.0,265.0,2025,7,23,2
2025-07-24,350.0,315.0,2025,7,24,3
2025-07-25,300.0,250.0,2025,7,25,4
2025-07-26,300.0,250.0,2025,7,26,5
2025-07-27,300.0,250.0,2025,7,27,6
2025-07-28,350.0,260.0,2025,7,28,0
2025-07-29,300.0,205.0,2025,7,29,1
2025-07-30,350.0,290.0,2025,7,30,2
2025-07-31,350.0,255.0,2025,7,31,3
2025-08-01,350.0,295.0,2025,8,1,4
2025-08-02,350.0,295.0,2025,8,2,5
2025-08-03,350.0,295.0,2025,8,3,6
2025-08-04,400.0,325.0,2025,8,4,0
2025-08-05,350.0,275.0,2025,8,5,1
2025-08-06,300.0,330.0,2025,8,6,2
2025-08-07,300.0,335.0,2025,8,7,3
2025-08-08,300.0,335.0,2025,8,8,4
2025-08-09,300.0,335.0,2025,8,9,5
2025-08-10,300.0,335.0,2025,8,10,6
2025-08-11,500.0,515.0,2025,8,11,0
2025-08-12,500.0,460.0,2025,8,12,1
2025-08-13,350.0,425.0,2025,8,13,2
2025-08-14,300.0,325.0,2025,8,14,3
2025-08-15,300.0,305.0,2025,8,15,4
2025-08-16,300.0,305.0,2025,8,16,5
2025-08-17,300.0,305.0,2025,8,17,6
2025-08-18,350.0,345.0,2025,8,18,0
